time,base_time,time_offset,atmos_pressure,qc_atmos_pressure,temp_mean,qc_temp_mean,temp_std,rh_mean,qc_rh_mean,rh_std,vapor_pressure_mean,qc_vapor_pressure_mean,vapor_pressure_std,wspd_arith_mean,qc_wspd_arith_mean,wspd_vec_mean,qc_wspd_vec_mean,wdir_vec_mean,qc_wdir_vec_mean,wdir_vec_std,tbrg_precip_total,qc_tbrg_precip_total,tbrg_precip_total_corr,qc_tbrg_precip_total_corr,org_precip_rate_mean,qc_org_precip_rate_mean,pwd_err_code,pwd_mean_vis_1min,qc_pwd_mean_vis_1min,pwd_mean_vis_10min,qc_pwd_mean_vis_10min,pwd_pw_code_inst,qc_pwd_pw_code_inst,pwd_pw_code_15min,qc_pwd_pw_code_15min,pwd_pw_code_1hr,qc_pwd_pw_code_1hr,pwd_precip_rate_mean_1min,qc_pwd_precip_rate_mean_1min,pwd_cumul_rain,qc_pwd_cumul_rain,pwd_cumul_snow,qc_pwd_cumul_snow,logger_volt,qc_logger_volt,logger_temp,qc_logger_temp,lat,lon,alt
2025-05-12 00:00:00,2025-05-12,2025-05-12 00:00:00,101.85,0,23.09,0,0.032,40.54,0,0.222,1.144,0,0.006,2.179,0,2.144,0,88.6,0,10.19,0.0,0,0.0,0,0.175,0,0.0,20000.0,0,20000.0,0,0.0,0,0.0,0,0.0,0,0.0,0,47.8,0,257.0,0,13.02,0,25.77,0,39.317,-76.586,45.0
2025-05-12 00:01:00,2025-05-12,2025-05-12 00:01:00,101.84,0,23.08,0,0.031,40.21,0,0.227,1.135,0,0.006,2.576,0,2.549,0,92.5,0,8.24,0.0,0,0.0,0,0.084,0,0.0,20000.0,0,20000.0,0,0.0,0,0.0,0,0.0,0,0.0,0,47.8,0,257.0,0,13.01,0,25.71,0,39.317,-76.586,45.0
2025-05-12 00:02:00,2025-05-12,2025-05-12 00:02:00,101.85,0,23.06,0,0.029,40.35,0,0.256,1.137,0,0.007,1.976,0,1.943,0,89.0,0,10.57,0.0,0,0.0,0,0.253,0,0.0,20000.0,0,20000.0,0,0.0,0,0.0,0,0.0,0,0.0,0,47.8,0,257.0,0,13.01,0,25.66,0,39.317,-76.586,45.0
2025-05-12 00:03:00,2025-05-12,2025-05-12 00:03:00,101.85,0,23.07,0,0.03,40.19,0,0.188,1.134,0,0.006,2.055,0,2.038,0,88.0,0,7.295,0.0,0,0.0,0,0.194,0,0.0,20000.0,0,20000.0,0,0.0,0,0.0,0,0.0,0,0.0,0,47.8,0,257.0,0,13.01,0,25.6,0,39.317,-76.586,45.0
2025-05-12 00:04:00,2025-05-12,2025-05-12 00:04:00,101.85,0,23.08,0,0.029,40.05,0,0.278,1.13,0,0.008,2.262,0,2.215,0,84.5,0,11.74,0.0,0,0.0,0,0.0,0,0.0,20000.0,0,20000.0,0,0.0,0,0.0,0,0.0,0,0.0,0,47.8,0,257.0,0,13.01,0,25.55,0,39.317,-76.586,45.0
2025-05-12 00:05:00,2025-05-12,2025-05-12 00:05:00,101.85,0,23.04,0,0.033,40.44,0,0.263,1.138,0,0.008,2.033,0,2.002,0,83.2,0,10.03,0.0,0,0.0,0,0.093,0,0.0,20000.0,0,20000.0,0,0.0,0,0.0,0,0.0,0,0.0,0,47.8,0,257.0,0,13.02,0,25.5,0,39.317,-76.586,45.0
2025-05-12 00:06:00,2025-05-12,2025-05-12 00:06:00,101.85,0,23.07,0,0.036,40.13,0,0.255,1.132,0,0.007,1.808,0,1.792,0,82.3,0,7.525,0.0,0,0.0,0,0.5,0,0.0,20000.0,0,20000.0,0,0.0,0,0.0,0,0.0,0,0.0,0,47.8,0,257.0,0,13.02,0,25.46,0,39.317,-76.586,45.0
2025-05-12 00:07:00,2025-05-12,2025-05-12 00:07:00,101.86,0,22.99,0,0.04,40.68,0,0.223,1.142,0,0.007,1.424,0,1.404,0,82.8,0,9.59,0.0,0,0.0,0,0.095,0,0.0,20000.0,0,20000.0,0,0.0,0,0.0,0,0.0,0,0.0,0,47.8,0,257.0,0,13.01,0,25.41,0,39.317,-76.586,45.0
2025-05-12 00:08:00,2025-05-12,2025-05-12 00:08:00,101.86,0,23.0,0,0.038,40.63,0,0.327,1.141,0,0.009,2.207,0,2.163,0,80.6,0,11.36,0.0,0,0.0,0,0.066,0,0.0,20000.0,0,20000.0,0,0.0,0,0.0,0,0.0,0,0.0,0,47.8,0,257.0,0,13.02,0,25.36,0,39.317,-76.586,45.0
2025-05-12 00:09:00,2025-05-12,2025-05-12 00:09:00,101.86,0,23.02,0,0.03,40.35,0,0.225,1.135,0,0.007,2.071,0,2.048,0,83.8,0,8.64,0.0,0,0.0,0,0.01,0,0.0,20000.0,0,20000.0,0,0.0,0,0.0,0,0.0,0,0.0,0,47.8,0,257.0,0,13.02,0,25.31,0,39.317,-76.586,45.0
2025-05-12 00:10:00,2025-05-12,2025-05-12 00:10:00,101.85,0,22.95,0,0.046,40.82,0,0.297,1.143,0,0.008,2.213,0,2.187,0,85.4,0,8.77,0.0,0,0.0,0,0.056,0,0.0,20000.0,0,20000.0,0,0.0,0,0.0,0,0.0,0,0.0,0,47.8,0,257.0,0,13.02,0,25.27,0,39.317,-76.586,45.0
2025-05-12 00:11:00,2025-05-12,2025-05-12 00:11:00,101.85,0,22.99,0,0.047,40.39,0,0.251,1.133,0,0.008,1.771,0,1.746,0,83.4,0,9.47,0.0,0,0.0,0,0.025,0,0.0,20000.0,0,20000.0,0,0.0,0,0.0,0,0.0,0,0.0,0,47.8,0,257.0,0,13.02,0,25.22,0,39.317,-76.586,45.0
2025-05-12 00:12:00,2025-05-12,2025-05-12 00:12:00,101.85,0,22.95,0,0.072,41.06,0,0.422,1.15,0,0.009,1.681,0,1.617,0,91.4,0,15.71,0.0,0,0.0,0,0.0,0,0.0,20000.0,0,20000.0,0,0.0,0,0.0,0,0.0,0,0.0,0,47.8,0,257.0,0,13.03,0,25.17,0,39.317,-76.586,45.0
2025-05-12 00:13:00,2025-05-12,2025-05-12 00:13:00,101.85,0,22.72,0,0.05,41.87,0,0.256,1.156,0,0.007,2.047,0,2.011,0,84.0,0,10.73,0.0,0,0.0,0,0.002,0,0.0,20000.0,0,20000.0,0,0.0,0,0.0,0,0.0,0,0.0,0,47.8,0,257.0,0,13.03,0,25.13,0,39.317,-76.586,45.0
2025-05-12 00:14:00,2025-05-12,2025-05-12 00:14:00,101.85,0,22.67,0,0.029,41.72,0,0.261,1.148,0,0.008,2.376,0,2.325,0,86.0,0,11.89,0.0,0,0.0,0,0.0,0,0.0,20000.0,0,20000.0,0,0.0,0,0.0,0,0.0,0,0.0,0,47.8,0,257.0,0,13.03,0,25.08,0,39.317,-76.586,45.0
2025-05-12 00:15:00,2025-05-12,2025-05-12 00:15:00,101.85,0,22.64,0,0.072,41.67,0,0.305,1.145,0,0.008,2.543,0,2.507,0,89.9,0,9.65,0.0,0,0.0,0,0.226,0,0.0,20000.0,0,20000.0,0,0.0,0,0.0,0,0.0,0,0.0,0,47.8,0,257.0,0,13.02,0,25.04,0,39.317,-76.586,45.0
2025-05-12 00:16:00,2025-05-12,2025-05-12 00:16:00,101.86,0,22.71,0,0.066,41.46,0,0.26,1.144,0,0.007,2.341,0,2.32,0,86.9,0,7.523,0.0,0,0.0,0,0.053,0,0.0,20000.0,0,20000.0,0,0.0,0,0.0,0,0.0,0,0.0,0,47.8,0,257.0,0,13.02,0,24.99,0,39.317,-76.586,45.0
2025-05-12 00:17:00,2025-05-12,2025-05-12 00:17:00,101.86,0,22.77,0,0.058,41.29,0,0.323,1.143,0,0.009,1.864,0,1.807,0,84.7,0,14.06,0.0,0,0.0,0,0.094,0,0.0,20000.0,0,20000.0,0,0.0,0,0.0,0,0.0,0,0.0,0,47.8,0,257.0,0,13.03,0,24.95,0,39.317,-76.586,45.0
2025-05-12 00:18:00,2025-05-12,2025-05-12 00:18:00,101.86,0,22.86,0,0.034,40.93,0,0.264,1.14,0,0.008,2.7,0,2.67,0,87.8,0,8.57,0.0,0,0.0,0,0.203,0,0.0,20000.0,0,20000.0,0,0.0,0,0.0,0,0.0,0,0.0,0,47.8,0,257.0,0,13.02,0,24.91,0,39.317,-76.586,45.0
2025-05-12 00:19:00,2025-05-12,2025-05-12 00:19:00,101.86,0,22.89,0,0.031,40.88,0,0.27,1.14,0,0.007,2.705,0,2.679,0,89.0,0,7.979,0.0,0,0.0,0,0.179,0,0.0,20000.0,0,20000.0,0,0.0,0,0.0,0,0.0,0,0.0,0,47.8,0,257.0,0,13.03,0,24.86,0,39.317,-76.586,45.0
2025-05-12 00:20:00,2025-05-12,2025-05-12 00:20:00,101.86,0,22.74,0,0.06,41.68,0,0.304,1.152,0,0.007,2.342,0,2.311,0,88.3,0,9.41,0.0,0,0.0,0,0.371,0,0.0,20000.0,0,20000.0,0,0.0,0,0.0,0,0.0,0,0.0,0,47.8,0,257.0,0,13.03,0,24.82,0,39.317,-76.586,45.0
2025-05-12 00:21:00,2025-05-12,2025-05-12 00:21:00,101.86,0,22.57,0,0.048,42.3,0,0.257,1.157,0,0.006,2.239,0,2.196,0,92.7,0,11.25,0.0,0,0.0,0,0.211,0,0.0,20000.0,0,20000.0,0,0.0,0,0.0,0,0.0,0,0.0,0,47.8,0,257.0,0,13.03,0,24.78,0,39.317,-76.586,45.0
2025-05-12 00:22:00,2025-05-12,2025-05-12 00:22:00,101.86,0,22.41,0,0.077,43.18,0,0.39,1.17,0,0.008,1.854,0,1.83,0,88.4,0,9.19,0.0,0,0.0,0,0.231,0,0.0,20000.0,0,20000.0,0,0.0,0,0.0,0,0.0,0,0.0,0,47.8,0,257.0,0,13.03,0,24.74,0,39.317,-76.586,45.0
2025-05-12 00:23:00,2025-05-12,2025-05-12 00:23:00,101.86,0,22.26,0,0.027,43.52,0,0.226,1.169,0,0.006,1.771,0,1.74,0,85.8,0,10.62,0.0,0,0.0,0,0.37,0,0.0,20000.0,0,20000.0,0,0.0,0,0.0,0,0.0,0,0.0,0,47.8,0,257.0,0,13.03,0,24.7,0,39.317,-76.586,45.0
2025-05-12 00:24:00,2025-05-12,2025-05-12 00:24:00,101.86,0,22.37,0,0.075,42.81,0,0.364,1.157,0,0.007,2.051,0,2.034,0,86.1,0,7.535,0.0,0,0.0,0,0.141,0,0.0,20000.0,0,20000.0,0,0.0,0,0.0,0,0.0,0,0.0,0,47.8,0,257.0,0,13.03,0,24.66,0,39.317,-76.586,45.0
2025-05-12 00:25:00,2025-05-12,2025-05-12 00:25:00,101.86,0,22.57,0,0.052,42.21,0,0.263,1.155,0,0.007,1.833,0,1.786,0,87.8,0,12.86,0.0,0,0.0,0,0.205,0,0.0,20000.0,0,20000.0,0,0.0,0,0.0,0,0.0,0,0.0,0,47.8,0,257.0,0,13.04,0,24.62,0,39.317,-76.586,45.0
2025-05-12 00:26:00,2025-05-12,2025-05-12 00:26:00,101.86,0,22.61,0,0.034,42.14,0,0.2,1.156,0,0.005,1.821,0,1.782,0,83.9,0,11.87,0.0,0,0.0,0,0.2,0,0.0,20000.0,0,20000.0,0,0.0,0,0.0,0,0.0,0,0.0,0,47.8,0,257.0,0,13.04,0,24.58,0,39.317,-76.586,45.0
