variable_pair,lag,n,% positive,% negative,% > 0.5,% < -0.5
P_P,1,35,68.57,31.43,48.57,0.0
P_P,2,26,76.92,23.08,23.08,0.0
P_P,3,14,85.71,14.29,14.29,0.0
P_P,4,14,85.71,14.29,0.0,0.0
P_P,5,12,75.0,25.0,0.0,0.0
P_H,0,9,44.44,55.56,0.0,0.0
P_H,1,9,33.33,66.67,0.0,0.0
P_H,2,5,40.0,60.0,0.0,0.0
P_H,3,5,40.0,60.0,0.0,0.0
P_H,4,4,50.0,50.0,0.0,0.0
P_H,5,4,50.0,50.0,0.0,0.0
P_aero,0,12,50.0,50.0,0.0,0.0
P_aero,1,13,53.85,46.15,0.0,0.0
P_aero,2,10,60.0,40.0,0.0,0.0
P_aero,3,11,63.64,36.36,0.0,0.0
P_aero,4,9,66.67,33.33,0.0,0.0
P_aero,5,7,85.71,14.29,0.0,0.0
T_T,1,42,83.33,16.67,76.19,0.0
T_T,2,43,86.05,13.95,76.74,0.0
T_T,3,42,83.33,16.67,59.52,0.0
T_T,4,41,85.37,14.63,48.78,0.0
T_T,5,37,83.78,16.22,43.24,0.0
T_H,1,32,84.38,15.62,18.75,0.0
T_H,0,33,87.88,12.12,42.42,0.0
T_H,2,32,68.75,31.25,9.38,0.0
T_H,3,28,75.0,25.0,10.71,0.0
T_H,4,26,69.23,30.77,7.69,0.0
T_H,5,25,76.0,24.0,8.0,0.0
T_aero,2,24,66.67,33.33,0.0,0.0
T_aero,3,23,65.22,34.78,0.0,0.0
T_aero,4,23,52.17,47.83,0.0,0.0
T_aero,0,23,65.22,34.78,0.0,4.35
T_aero,1,23,69.57,30.43,0.0,0.0
T_aero,5,21,57.14,42.86,0.0,0.0
H_P,0,9,44.44,55.56,0.0,0.0
H_P,1,8,87.5,12.5,0.0,0.0
H_P,2,11,72.73,27.27,0.0,0.0
H_P,3,10,80.0,20.0,0.0,0.0
H_P,4,12,75.0,25.0,0.0,0.0
H_P,5,11,90.91,9.09,0.0,0.0
H_T,1,31,80.65,19.35,25.81,0.0
H_T,2,31,80.65,19.35,29.03,0.0
H_T,3,30,80.0,20.0,26.67,0.0
H_T,4,29,79.31,20.69,10.34,0.0
H_T,5,28,82.14,17.86,7.14,0.0
H_T,0,33,87.88,12.12,42.42,0.0
H_H,1,43,74.42,25.58,62.79,0.0
H_H,2,37,83.78,16.22,54.05,0.0
H_H,3,33,81.82,18.18,42.42,0.0
H_H,4,29,82.76,17.24,48.28,0.0
H_H,5,30,80.0,20.0,33.33,0.0
H_aero,0,28,67.86,32.14,10.71,7.14
H_aero,1,30,63.33,36.67,3.33,6.67
H_aero,2,29,55.17,44.83,3.45,6.9
H_aero,3,29,48.28,51.72,3.45,6.9
H_aero,4,30,56.67,43.33,3.33,6.67
H_aero,5,29,62.07,37.93,3.45,6.9
aero_P,0,12,50.0,50.0,0.0,0.0
aero_P,1,9,66.67,33.33,11.11,0.0
aero_P,2,11,63.64,36.36,0.0,0.0
aero_P,3,9,66.67,33.33,0.0,0.0
aero_P,4,10,60.0,40.0,0.0,0.0
aero_P,5,10,70.0,30.0,0.0,0.0
aero_T,5,26,61.54,38.46,0.0,0.0
aero_T,0,23,65.22,34.78,0.0,4.35
aero_T,1,24,62.5,37.5,0.0,0.0
aero_T,2,28,50.0,50.0,0.0,0.0
aero_T,3,26,50.0,50.0,0.0,0.0
aero_T,4,24,62.5,37.5,0.0,0.0
aero_H,0,28,67.86,32.14,10.71,7.14
aero_H,1,28,64.29,35.71,10.71,10.71
aero_H,2,27,70.37,29.63,7.41,7.41
aero_H,3,29,65.52,34.48,6.9,6.9
aero_H,4,28,64.29,35.71,3.57,7.14
aero_H,5,27,62.96,37.04,3.7,7.41
aero_aero,1,41,82.93,17.07,82.93,0.0
aero_aero,2,41,85.37,14.63,75.61,0.0
aero_aero,3,39,87.18,12.82,66.67,0.0
aero_aero,4,39,84.62,15.38,51.28,0.0
aero_aero,5,37,83.78,16.22,43.24,0.0
P_T,0,8,75.0,25.0,0.0,12.5
P_T,1,9,33.33,66.67,0.0,0.0
P_T,2,9,33.33,66.67,0.0,0.0
P_T,3,9,44.44,55.56,0.0,0.0
P_T,4,11,27.27,72.73,0.0,0.0
P_T,5,10,40.0,60.0,0.0,0.0
T_P,0,8,75.0,25.0,0.0,12.5
T_P,1,8,75.0,25.0,0.0,0.0
T_P,2,10,60.0,40.0,0.0,0.0
T_P,3,8,87.5,12.5,0.0,0.0
T_P,4,11,63.64,36.36,0.0,0.0
T_P,5,11,72.73,27.27,0.0,0.0
