variable_pair,lag,n,% positive,% negative,% > 0.5,% < -0.5
P_P,1,49,97.96,2.04,97.96,0.0
P_P,2,49,100.0,0.0,87.76,0.0
P_P,3,49,97.96,2.04,67.35,0.0
P_P,4,47,100.0,0.0,59.57,0.0
P_P,5,47,97.87,2.13,51.06,0.0
P_H,0,20,55.0,45.0,5.0,0.0
P_H,1,20,60.0,40.0,5.0,0.0
P_H,2,21,57.14,42.86,4.76,0.0
P_H,3,21,57.14,42.86,4.76,0.0
P_H,4,22,59.09,40.91,4.55,0.0
P_H,5,24,54.17,45.83,4.17,0.0
P_aero,0,24,50.0,50.0,0.0,0.0
P_aero,1,23,47.83,52.17,0.0,0.0
P_aero,2,20,50.0,50.0,0.0,0.0
P_aero,3,24,50.0,50.0,0.0,0.0
P_aero,4,23,43.48,56.52,0.0,0.0
P_aero,5,23,43.48,56.52,0.0,0.0
T_T,1,49,100.0,0.0,97.96,0.0
T_T,2,49,100.0,0.0,97.96,0.0
T_T,3,49,97.96,2.04,97.96,0.0
T_T,4,49,100.0,0.0,97.96,0.0
T_T,5,49,100.0,0.0,97.96,0.0
T_H,0,46,95.65,4.35,60.87,2.17
T_H,1,46,97.83,2.17,58.7,2.17
T_H,2,46,97.83,2.17,56.52,2.17
T_H,3,45,97.78,2.22,53.33,2.22
T_H,4,44,97.73,2.27,52.27,2.27
T_H,5,44,95.45,4.55,52.27,2.27
T_aero,0,43,53.49,46.51,2.33,0.0
T_aero,1,42,50.0,50.0,2.38,0.0
T_aero,2,42,50.0,50.0,2.38,0.0
T_aero,3,42,50.0,50.0,2.38,0.0
T_aero,4,41,43.9,56.1,2.44,0.0
T_aero,5,42,45.24,54.76,2.38,0.0
H_P,0,20,55.0,45.0,5.0,0.0
H_P,1,19,52.63,47.37,5.26,0.0
H_P,2,19,52.63,47.37,5.26,0.0
H_P,3,21,47.62,52.38,4.76,0.0
H_P,4,21,47.62,52.38,4.76,0.0
H_P,5,20,50.0,50.0,5.0,0.0
H_T,0,46,95.65,4.35,60.87,2.17
H_T,1,46,97.83,2.17,60.87,2.17
H_T,2,46,97.83,2.17,58.7,2.17
H_T,3,46,97.83,2.17,56.52,0.0
H_T,4,46,97.83,2.17,52.17,0.0
H_T,5,46,97.83,2.17,52.17,0.0
H_H,1,49,97.96,2.04,97.96,0.0
H_H,2,49,97.96,2.04,97.96,0.0
H_H,3,49,97.96,2.04,95.92,0.0
H_H,4,49,97.96,2.04,93.88,0.0
H_H,5,49,100.0,0.0,91.84,0.0
H_aero,0,42,59.52,40.48,4.76,0.0
H_aero,1,42,61.9,38.1,4.76,0.0
H_aero,2,41,58.54,41.46,4.88,0.0
H_aero,3,40,60.0,40.0,2.5,0.0
H_aero,4,40,62.5,37.5,2.5,0.0
H_aero,5,40,62.5,37.5,2.5,0.0
aero_P,0,24,50.0,50.0,0.0,0.0
aero_P,1,25,48.0,52.0,0.0,0.0
aero_P,2,25,40.0,60.0,0.0,0.0
aero_P,3,24,41.67,58.33,0.0,0.0
aero_P,4,24,37.5,62.5,0.0,0.0
aero_P,5,24,33.33,66.67,0.0,0.0
aero_T,0,43,53.49,46.51,2.33,0.0
aero_T,1,43,51.16,48.84,2.33,0.0
aero_T,2,44,47.73,52.27,2.27,0.0
aero_T,3,44,54.55,45.45,2.27,0.0
aero_T,4,44,56.82,43.18,2.27,0.0
aero_T,5,44,56.82,43.18,2.27,0.0
aero_H,0,42,59.52,40.48,4.76,0.0
aero_H,1,42,64.29,35.71,4.76,0.0
aero_H,2,42,66.67,33.33,4.76,0.0
aero_H,3,41,65.85,34.15,7.32,0.0
aero_H,4,40,67.5,32.5,7.5,0.0
aero_H,5,40,72.5,27.5,7.5,0.0
aero_aero,1,49,100.0,0.0,100.0,0.0
aero_aero,2,49,100.0,0.0,97.96,0.0
aero_aero,3,49,100.0,0.0,97.96,0.0
aero_aero,4,49,100.0,0.0,95.92,0.0
aero_aero,5,49,100.0,0.0,91.84,0.0
P_T,0,28,39.29,60.71,3.57,0.0
P_T,1,28,39.29,60.71,3.57,0.0
P_T,2,28,42.86,57.14,3.57,0.0
P_T,3,28,42.86,57.14,3.57,0.0
P_T,4,28,46.43,53.57,3.57,0.0
P_T,5,28,42.86,57.14,3.57,0.0
T_P,0,28,39.29,60.71,3.57,0.0
T_P,1,28,42.86,57.14,3.57,0.0
T_P,2,28,57.14,42.86,3.57,0.0
T_P,3,29,55.17,44.83,3.45,0.0
T_P,4,29,62.07,37.93,3.45,0.0
T_P,5,27,55.56,44.44,3.7,0.0
