Precipitation on Aerosols,Precipitation on Temperature,Specific Humidity on Temperature,Specific Humidity on Aerosols,Specific Humidity on Precipitation,Aerosols on Temperature,Precipitation on Aerosols interval 1,Precipitation on Temperature interval 1,Specific Humidity on Temperature interval 1,Specific Humidity on Aerosols interval 1,Specific Humidity on Precipitation interval 1,Aerosols on Temperature interval 1,Precipitation on Aerosols interval 2,Precipitation on Temperature interval 2,Specific Humidity on Temperature interval 2,Specific Humidity on Aerosols interval 2,Specific Humidity on Precipitation interval 2,Aerosols on Temperature interval 2
[1.81150426],[-0.08031783],[0.15351612],[206.76876545],[0.0506473],[-0.00224295],[-8.99082304],[-0.10943514],[0.07151921],[189.5020883],[-0.09812472],[-0.00252013],[12.48762661],[-0.05848246],[0.22339099],[230.42739139],[0.27786857],[-0.00194592]
[102.64172744],[0.04942331],[1.04610896],[-1594.2559713],[0.59815718],[1.28294198e-05],[41.76475081],[0.01861661],[0.89850755],[-1823.68134633],[0.18878084],[-3.55515096e-05],[188.43048158],[0.0856468],[1.18322638],[-1297.43619702],[1.01849009],[6.1501273e-05]
[-80.2022399],[-0.00686342],[1.68082862],[228.94104219],[1.81044868],[0.00047652],[-101.91552569],[-0.04617517],[1.55250111],[168.55566785],[1.48965012],[0.00026159],[-59.61440694],[0.02535181],[1.8023723],[313.45141253],[2.35846605],[0.00065153]
[9.31094105],[-0.00582511],[0.79779665],[-594.35653213],[2.85459865],[-0.0006636],[1.56367589],[-0.01146807],[0.60555298],[-686.31706833],[1.75372424],[-0.00081629],[15.83809471],[-0.00171945],[0.98388626],[-463.59509835],[5.29487653],[-0.00046193]
[4.10046316],[0.03500894],[0.97511868],[-509.17327894],[-0.91379197],[-0.00057131],[-2.83015788],[0.02651357],[0.82201941],[-554.39792414],[-1.72265958],[-0.00083946],[12.41837559],[0.05142231],[1.10725736],[-471.31899494],[-0.32961468],[-0.00032212]
[6.44436142],[-0.0102559],[0.37532268],[-364.32554421],[-4.82463997],[-0.00178048],[-9.69976231],[-0.02693526],[0.19455253],[-609.12092448],[-6.94712735],[-0.00186677],[23.20466177],[-0.00089662],[0.58197398],[-210.88731387],[-2.89896575],[-0.00158444]
[-120.62893925],[-0.04710305],[0.56155649],[335.35329421],[0.2811423],[-0.00038811],[-169.5521534],[-0.13573295],[0.19537857],[164.71212045],[-0.17801009],[-0.00070025],[35.17403725],[0.01584905],[0.67882489],[565.76151278],[0.77137579],[5.31989601e-05]
[-8.60628522],[-0.02206972],[1.64801408],[2.99867439],[0.30556963],[-0.00200372],[-21.59842623],[-0.05435867],[1.63785317],[-2.4823782],[0.12862844],[-0.00221132],[-5.88613457],[-0.01156902],[1.65822465],[7.61736796],[0.51018372],[-0.00184066]
[23.17638742],[-0.02026577],[-2.24795935],[-54.68643218],[-2.19066203],[3.36202343e-05],[-4.35701458],[-0.03733903],[-2.34061974],[-218.21425212],[-3.5052212],[-0.00011273],[46.15375067],[-0.0025985],[-2.14820864],[138.02920117],[-1.38003182],[0.00016779]
[-29.88815652],[0.00038979],[-0.00207045],[-800.02916684],[-2.53561569],[2.96774848e-06],[-52.82418015],[0.],[-0.00582928],[-899.99045572],[-3.57576752],[0.],[5.90401992],[0.00128632],[0.00120734],[-680.21745134],[-1.63449478],[1.10866979e-05]
[13.5157542],[-0.00036058],[-0.64090462],[429.57232613],[3.58189754],[-0.00132125],[6.31997083],[-0.01167246],[-0.7544851],[351.14136094],[2.07779638],[-0.00142642],[25.19491947],[0.00874626],[-0.51333557],[526.24096894],[5.12900748],[-0.00118851]
[9.67432395],[-0.02440145],[-0.55675716],[117.2676925],[-1.77229875],[-0.00155218],[1.61547454],[-0.03371072],[-0.60601654],[38.19815916],[-2.62040751],[-0.00163652],[19.0459588],[-0.01591843],[-0.49328426],[229.14840145],[-0.99676851],[-0.00146314]
[18.42768778],[0.00957305],[2.11545653],[-1231.27244158],[1.50657556],[-0.00045582],[9.83549277],[0.00481308],[1.97809963],[-1291.65395888],[1.1685806],[-0.00053265],[28.76372621],[0.01436451],[2.28875618],[-1181.93913865],[1.90974898],[-0.00036506]
[-26.53270307],[-0.00826912],[-1.72073354],[-11152.00338816],[-23.11463649],[7.58593696e-05],[-163.05820455],[-0.02959569],[-2.25879068],[-20797.91688692],[-35.02752779],[6.11187029e-05],[70.76441854],[-0.00083202],[-0.91978235],[-1875.84207739],[-16.56350127],[0.00010998]
[-130.85648932],[-0.29352248],[1.26711572],[290.32312598],[0.47214652],[0.00176391],[-177.35729023],[-0.57289201],[1.10524965],[261.53427592],[0.41444335],[0.00156419],[-87.40029762],[-0.03913385],[1.46457431],[330.9347851],[0.51648622],[0.00201864]
