time,base_time,time_offset,atmos_pressure,qc_atmos_pressure,temp_mean,qc_temp_mean,temp_std,rh_mean,qc_rh_mean,rh_std,vapor_pressure_mean,qc_vapor_pressure_mean,vapor_pressure_std,wspd_arith_mean,qc_wspd_arith_mean,wspd_vec_mean,qc_wspd_vec_mean,wdir_vec_mean,qc_wdir_vec_mean,wdir_vec_std,tbrg_precip_total,qc_tbrg_precip_total,tbrg_precip_total_corr,qc_tbrg_precip_total_corr,org_precip_rate_mean,qc_org_precip_rate_mean,pwd_err_code,pwd_mean_vis_1min,qc_pwd_mean_vis_1min,pwd_mean_vis_10min,qc_pwd_mean_vis_10min,pwd_pw_code_inst,qc_pwd_pw_code_inst,pwd_pw_code_15min,qc_pwd_pw_code_15min,pwd_pw_code_1hr,qc_pwd_pw_code_1hr,pwd_precip_rate_mean_1min,qc_pwd_precip_rate_mean_1min,pwd_cumul_rain,qc_pwd_cumul_rain,pwd_cumul_snow,qc_pwd_cumul_snow,logger_volt,qc_logger_volt,logger_temp,qc_logger_temp,lat,lon,alt
2024-12-09 00:00:00,2024-12-09,2024-12-09 00:00:00,100.86,0,12.65,0,0.056,40.68,0,0.248,0.595,0,0.003,2.393,0,2.257,0,297.4,0,19.32,0.0,0,0.0,0,0.0,0,0.0,20000.0,0,20000.0,0,0.0,0,0.0,0,0.0,0,0.0,0,45.25,0,3.0,0,13.32,0,11.1,0,39.317,-76.586,45.0
2024-12-09 00:01:00,2024-12-09,2024-12-09 00:01:00,100.86,0,12.73,0,0.047,40.39,0,0.244,0.594,0,0.004,2.421,0,2.394,0,302.9,0,8.41,0.0,0,0.0,0,0.0,0,0.0,20000.0,0,20000.0,0,0.0,0,0.0,0,0.0,0,0.0,0,45.25,0,3.0,0,13.32,0,11.1,0,39.317,-76.586,45.0
2024-12-09 00:02:00,2024-12-09,2024-12-09 00:02:00,100.85,0,12.65,0,0.057,40.58,0,0.233,0.594,0,0.005,2.532,0,2.505,0,297.5,0,8.34,0.0,0,0.0,0,0.0,0,0.0,20000.0,0,20000.0,0,0.0,0,0.0,0,0.0,0,0.0,0,45.25,0,3.0,0,13.32,0,11.1,0,39.317,-76.586,45.0
2024-12-09 00:03:00,2024-12-09,2024-12-09 00:03:00,100.86,0,12.76,0,0.076,40.28,0,0.262,0.593,0,0.003,2.509,0,2.424,0,293.3,0,14.88,0.0,0,0.0,0,0.0,0,0.0,20000.0,0,20000.0,0,0.0,0,0.0,0,0.0,0,0.0,0,45.25,0,3.0,0,13.32,0,11.1,0,39.317,-76.586,45.0
2024-12-09 00:04:00,2024-12-09,2024-12-09 00:04:00,100.86,0,12.88,0,0.05,39.89,0,0.225,0.592,0,0.004,1.393,0,1.354,0,296.6,0,13.51,0.0,0,0.0,0,0.0,0,0.0,20000.0,0,20000.0,0,0.0,0,0.0,0,0.0,0,0.0,0,45.25,0,3.0,0,13.32,0,11.1,0,39.317,-76.586,45.0
2024-12-09 00:05:00,2024-12-09,2024-12-09 00:05:00,100.86,0,12.73,0,0.046,39.99,0,0.214,0.588,0,0.003,1.434,0,1.415,0,295.2,0,9.35,0.0,0,0.0,0,0.0,0,0.0,20000.0,0,20000.0,0,0.0,0,0.0,0,0.0,0,0.0,0,45.25,0,3.0,0,13.32,0,11.1,0,39.317,-76.586,45.0
2024-12-09 00:06:00,2024-12-09,2024-12-09 00:06:00,100.86,0,12.76,0,0.052,40.12,0,0.211,0.591,0,0.004,1.566,0,1.504,0,301.1,0,16.11,0.0,0,0.0,0,0.0,0,0.0,20000.0,0,20000.0,0,0.0,0,0.0,0,0.0,0,0.0,0,45.25,0,3.0,0,13.32,0,11.1,0,39.317,-76.586,45.0
2024-12-09 00:07:00,2024-12-09,2024-12-09 00:07:00,100.86,0,12.81,0,0.042,39.93,0,0.216,0.59,0,0.004,1.129,0,1.082,0,281.8,0,16.39,0.0,0,0.0,0,0.0,0,0.0,20000.0,0,20000.0,0,0.0,0,0.0,0,0.0,0,0.0,0,45.25,0,3.0,0,13.32,0,11.11,0,39.317,-76.586,45.0
2024-12-09 00:08:00,2024-12-09,2024-12-09 00:08:00,100.86,0,12.64,0,0.056,40.17,0,0.242,0.587,0,0.004,1.426,0,1.365,0,288.9,0,16.76,0.0,0,0.0,0,0.0,0,0.0,20000.0,0,20000.0,0,0.0,0,0.0,0,0.0,0,0.0,0,45.25,0,3.0,0,13.32,0,11.1,0,39.317,-76.586,45.0
2024-12-09 00:09:00,2024-12-09,2024-12-09 00:09:00,100.86,0,12.53,0,0.073,40.44,0,0.242,0.587,0,0.004,1.47,0,1.418,0,288.3,0,15.23,0.0,0,0.0,0,0.0,0,0.0,20000.0,0,20000.0,0,0.0,0,0.0,0,0.0,0,0.0,0,45.25,0,3.0,0,13.32,0,11.1,0,39.317,-76.586,45.0
