time,precipitation,relative humidity,temperature,atmospheric pressure,wind speed,co2 flux,co2 molar density,co2 molar fraction,co2 timelag,h2o flux,h2o molar density,h2o mole fraction,h2o timelag,evapotranspiration flux,water vapor density,co2 spec. humidity (meas),co2 relative humidity,co2 latent flux,total number conc,total count,total count std,total volume PSL,total surface area
2024-12-03 00:00:00,0.0,48.61103448275862,1.370103448275862,101.9,2.0920344827586206,22.0904,19.5098,436.689,0.0,0.125806,137.101,3.06875,0.0,0.00815221,0.00247057,0.00191141,48.8103,5.66427,599.6835343333333,1795.6858033333333,102.2141264,55621944.42973616,2071331391.2805083
2024-12-03 00:30:00,0.0,50.497,0.9136000000000001,101.9,1.6783333333333335,21.3032,19.5769,437.526,0.0,0.107096,138.034,3.08492,0.0,0.00693984,0.00248737,0.00192149,50.3464,4.82351,615.240945,1839.82836,95.20752446666667,58103316.8343755,2262890163.14226
2024-12-03 01:00:00,0.0,51.750344827586204,0.6720689655172414,101.9,2.3392068965517243,20.5592,19.6201,438.066,0.0,0.124402,138.631,3.09527,0.0,0.00806127,0.00249812,0.00192794,51.4683,5.60432,613.444255,1834.173986666667,94.69299783333334,58446308.33139323,2271046378.056276
2024-12-03 01:30:00,0.0,53.306333333333335,0.38183333333333336,101.9,2.1737666666666664,32.6111,19.6863,439.17,0.0,0.218822,139.914,3.12125,0.0,0.0141797,0.00252125,0.00194415,52.7868,9.86011,617.7700356666667,1845.5072066666667,92.5300405,58859099.37130713,2269309910.9333296
2024-12-03 02:00:00,0.0,54.321379310344824,0.2726551724137931,101.9,2.4739999999999998,16.1545,19.8743,442.643,0.0,0.127225,142.238,3.16794,0.0,0.0082442,0.00256313,0.00197326,55.0719,5.7348,659.5977523333333,1970.8198233333335,108.79839650000001,62678368.715035476,2373946716.0850244
2024-12-03 02:30:00,0.0,54.57266666666667,0.17683333333333331,101.9,2.2327333333333335,18.7703,19.7779,440.259,0.0,0.157912,142.665,3.17574,0.0,0.0102327,0.00257082,0.00197813,55.6057,7.11867,660.4345576666667,1970.3193933333334,127.89802896666667,63915031.62741228,2460088295.3347754
2024-12-03 03:00:00,0.0,54.92103448275862,0.02489655172413793,101.9,2.042586206896552,20.0752,19.8125,440.731,0.0,0.149472,142.293,3.16534,0.0,0.00968579,0.00256413,0.00197164,56.1326,6.7393,672.0552363333334,2008.7000999999998,120.89794916666666,65044299.22650818,2437941481.9270396
2024-12-03 03:30:00,0.0,55.723,-0.1716,101.9,1.8845999999999998,11.8107,19.7784,439.52,0.1,0.0865841,143.691,3.19314,0.1,0.00561065,0.00258931,0.00198898,57.7443,3.90484,702.618811,2101.3441900000003,115.85892486666667,67966934.0715438,2507893449.7009025
2024-12-03 04:00:00,0.0,55.41034482758621,-0.2230344827586207,101.9,2.026965517241379,11.3405,19.8558,440.919,0.1,0.0848068,144.506,3.20889,0.1,0.00549548,0.00260399,0.0019988,58.9731,3.82548,702.898909,2102.7409900000002,103.58567693333333,68907191.92159607,2619507578.6724377
2024-12-03 04:30:00,0.0,56.541000000000004,-0.5202333333333333,101.9,1.6159333333333334,15.8845,19.9548,443.057,0.1,0.11694,143.121,3.17771,0.1,0.00757768,0.00257903,0.00197935,58.5595,5.27512,707.8352523333334,2116.10099,107.7438417,70281475.80985586,2746720241.8587537
