variable_pair,lag,n,% positive,% negative,% > 0.5,% < -0.5
P_P,1,13,100.0,0.0,100.0,0.0
P_P,2,13,100.0,0.0,100.0,0.0
P_P,3,13,100.0,0.0,100.0,0.0
P_P,4,13,100.0,0.0,100.0,0.0
P_P,5,13,100.0,0.0,100.0,0.0
P_T,0,13,100.0,0.0,76.92,0.0
P_T,1,13,100.0,0.0,76.92,0.0
P_T,2,13,100.0,0.0,76.92,0.0
P_T,3,13,100.0,0.0,76.92,0.0
P_T,4,13,100.0,0.0,76.92,0.0
P_T,5,13,100.0,0.0,76.92,0.0
P_H,0,11,100.0,0.0,36.36,0.0
P_H,1,11,100.0,0.0,36.36,0.0
P_H,2,11,100.0,0.0,36.36,0.0
P_H,3,11,100.0,0.0,36.36,0.0
P_H,4,11,100.0,0.0,36.36,0.0
P_H,5,11,100.0,0.0,36.36,0.0
T_P,0,13,100.0,0.0,76.92,0.0
T_P,1,13,100.0,0.0,76.92,0.0
T_P,2,13,100.0,0.0,76.92,0.0
T_P,3,13,100.0,0.0,76.92,0.0
T_P,4,13,100.0,0.0,69.23,0.0
T_P,5,13,100.0,0.0,69.23,0.0
T_T,1,13,100.0,0.0,100.0,0.0
T_T,2,13,100.0,0.0,100.0,0.0
T_T,3,13,100.0,0.0,100.0,0.0
T_T,4,13,100.0,0.0,100.0,0.0
T_T,5,13,100.0,0.0,100.0,0.0
T_H,0,13,100.0,0.0,46.15,0.0
T_H,1,13,100.0,0.0,46.15,0.0
T_H,2,13,100.0,0.0,46.15,0.0
T_H,3,13,100.0,0.0,46.15,0.0
T_H,4,13,100.0,0.0,46.15,0.0
T_H,5,13,100.0,0.0,46.15,0.0
H_P,0,11,100.0,0.0,36.36,0.0
H_P,1,11,100.0,0.0,36.36,0.0
H_P,2,11,100.0,0.0,36.36,0.0
H_P,3,11,100.0,0.0,36.36,0.0
H_P,4,10,100.0,0.0,40.0,0.0
H_P,5,10,100.0,0.0,40.0,0.0
H_T,0,13,100.0,0.0,46.15,0.0
H_T,1,13,100.0,0.0,46.15,0.0
H_T,2,13,100.0,0.0,46.15,0.0
H_T,3,13,100.0,0.0,46.15,0.0
H_T,4,13,100.0,0.0,46.15,0.0
H_T,5,13,100.0,0.0,46.15,0.0
H_H,1,13,100.0,0.0,100.0,0.0
H_H,2,13,100.0,0.0,100.0,0.0
H_H,3,13,100.0,0.0,100.0,0.0
H_H,4,13,100.0,0.0,100.0,0.0
H_H,5,13,100.0,0.0,100.0,0.0
T_aero,0,12,58.33,41.67,0.0,0.0
T_aero,1,12,58.33,41.67,0.0,0.0
T_aero,2,12,58.33,41.67,0.0,0.0
T_aero,3,12,58.33,41.67,0.0,0.0
T_aero,4,12,58.33,41.67,0.0,0.0
T_aero,5,12,58.33,41.67,0.0,0.0
H_aero,0,12,50.0,50.0,0.0,0.0
H_aero,1,12,50.0,50.0,0.0,0.0
H_aero,2,12,50.0,50.0,0.0,0.0
H_aero,3,12,50.0,50.0,0.0,0.0
H_aero,4,12,50.0,50.0,0.0,0.0
H_aero,5,12,50.0,50.0,0.0,0.0
aero_T,0,12,58.33,41.67,0.0,0.0
aero_T,1,12,58.33,41.67,0.0,0.0
aero_T,2,12,58.33,41.67,0.0,0.0
aero_T,3,12,58.33,41.67,0.0,0.0
aero_T,4,12,58.33,41.67,0.0,0.0
aero_T,5,12,58.33,41.67,0.0,0.0
aero_H,0,12,50.0,50.0,0.0,0.0
aero_H,1,12,50.0,50.0,0.0,0.0
aero_H,2,12,50.0,50.0,0.0,0.0
aero_H,3,12,50.0,50.0,0.0,0.0
aero_H,4,12,50.0,50.0,0.0,0.0
aero_H,5,12,50.0,50.0,0.0,0.0
aero_aero,1,13,100.0,0.0,100.0,0.0
aero_aero,2,13,100.0,0.0,100.0,0.0
aero_aero,3,13,100.0,0.0,100.0,0.0
aero_aero,4,13,100.0,0.0,100.0,0.0
aero_aero,5,13,100.0,0.0,100.0,0.0
P_aero,0,11,54.55,45.45,0.0,0.0
P_aero,1,11,63.64,36.36,0.0,0.0
P_aero,2,11,63.64,36.36,0.0,0.0
P_aero,3,11,63.64,36.36,0.0,0.0
P_aero,4,11,63.64,36.36,0.0,0.0
P_aero,5,11,63.64,36.36,0.0,0.0
aero_P,0,11,54.55,45.45,0.0,0.0
aero_P,1,11,54.55,45.45,0.0,0.0
aero_P,2,11,54.55,45.45,0.0,0.0
aero_P,3,11,54.55,45.45,0.0,0.0
aero_P,4,11,54.55,45.45,0.0,0.0
aero_P,5,11,54.55,45.45,0.0,0.0
